img_name,mean,std
50S_6824_4117_13-2018-08-21,"[506.0886631011963, 753.0384035110474, 748.4837827682495, 2830.1862955093384]","[322.9918623436394, 293.73589250254525, 411.9756127961636, 682.5327730834558]"
50S_6824_4117_13-2018-08-28,"[518.753005027771, 765.9209136962891, 760.3875780105591, 2852.7429733276367]","[324.068017073591, 296.2852589344862, 412.2534651340098, 622.8524678700281]"
50S_6824_4117_13-2018-09-01,"[512.9401235580444, 760.5181665420532, 754.5778484344482, 2867.403144836426]","[335.77187070199614, 309.79613382838215, 428.256862615717, 650.3498078887654]"
50S_6824_4117_13-2018-09-07,"[521.7139472961426, 766.5874691009521, 774.7910661697388, 2857.053235054016]","[315.4256580459654, 289.43775953687555, 410.8223782178592, 637.019759510497]"
50S_6824_4117_13-2018-09-14,"[560.9367437362671, 798.405011177063, 807.8075513839722, 2784.218945503235]","[273.0804289028987, 247.1297754663312, 356.1991657829993, 521.1776559782919]"
50S_6824_4117_13-2018-09-21,"[553.9680156707764, 789.9636650085449, 802.9532165527344, 2763.716875076294]","[319.9464361263099, 290.5333134392537, 410.5716703473398, 633.4480368736205]"
50S_6824_4117_13-2018-09-28,"[536.6529397964478, 779.0374612808228, 796.5754480361938, 2791.523736000061]","[308.38201161095344, 274.5700713628056, 402.6713626689474, 590.0534308334153]"
50S_6824_4117_13-2018-10-01,"[534.4438467025757, 780.7613315582275, 809.5091648101807, 2682.0679244995117]","[272.6781451694994, 244.09799727923289, 382.05877445840906, 591.8998617476481]"
50S_6824_4117_13-2018-10-07,"[573.3315525054932, 812.5806846618652, 837.1548500061035, 2766.0249977111816]","[318.56673742932503, 286.4748432967523, 416.52912809071444, 618.9733767066745]"
50S_6824_4117_13-2018-10-14,"[554.9611797332764, 800.9296407699585, 834.7573337554932, 2842.868941307068]","[272.662597060834, 252.22678379579222, 377.23169339572763, 584.4184229095929]"
50S_6824_4117_13-2018-10-21,"[591.275637626648, 840.0870580673218, 880.339750289917, 2819.998899459839]","[299.565589521604, 275.4503341425752, 407.1976665273987, 637.5808235056044]"
50S_6824_4117_13-2018-10-28,"[609.5099468231201, 856.4840936660767, 892.4089488983154, 2854.9102172851562]","[305.4644355648828, 283.4297662905029, 407.50202688050933, 620.442137532072]"
50S_6824_4117_13-2018-11-01,"[609.6582288742065, 865.964864730835, 895.0762052536011, 2925.763024330139]","[295.8037441261993, 275.24925252542056, 396.2313270545388, 578.4690212089217]"
50S_6824_4117_13-2018-11-07,"[553.2399110794067, 812.0908470153809, 824.3696632385254, 2920.866021156311]","[256.06045960791795, 245.50853004692001, 364.41502391809547, 535.5944143625044]"
50S_6824_4117_13-2018-11-14,"[588.1246528625488, 865.8811454772949, 892.0013914108276, 2937.5462894439697]","[279.7927488758884, 260.7868738579852, 390.26175008647806, 565.9547340732298]"
50S_6824_4117_13-2018-11-21,"[668.8740873336792, 933.151927947998, 972.2177438735962, 3000.4827938079834]","[315.3813623381186, 280.1785067696872, 408.5677777790224, 537.0339909914525]"
50S_6824_4117_13-2018-11-28,"[648.2050647735596, 933.7167873382568, 955.0309791564941, 3025.822046279907]","[343.65591731708565, 305.1319494871674, 429.29023843529785, 586.3073704139582]"
50S_6824_4117_13-2018-12-01,"[641.166841506958, 932.6222562789917, 951.0806512832642, 3048.9003772735596]","[356.90045383055985, 318.6518519508245, 448.971949098717, 614.672246030779]"
50S_6824_4117_13-2018-12-07,"[619.6580448150635, 920.060320854187, 936.7850046157837, 3052.479161262512]","[362.1291226496977, 327.8377926383415, 460.6330241801293, 645.7552729627661]"
50S_6824_4117_13-2018-12-14,"[627.3172578811646, 942.8851089477539, 954.4655818939209, 3053.2896900177]","[352.034565018472, 322.90158857514945, 444.99478118906296, 649.4104615950895]"
50S_6824_4117_13-2018-12-21,"[647.0283041000366, 958.7429542541504, 981.1171712875366, 3065.425721168518]","[339.8728795337402, 307.42789376433325, 433.1473524559668, 650.6544269254957]"
50S_6824_4117_13-2018-12-28,"[620.073431968689, 901.2538576126099, 929.9686136245728, 3029.3214073181152]","[315.58250104985757, 287.43884381690515, 412.761405366776, 557.2052110505219]"
50S_6824_4117_13-2019-01-01,"[564.5925035476685, 804.7348203659058, 844.2378406524658, 2867.3775548934937]","[313.5067267105898, 289.1157892657247, 419.5157516327199, 534.6421467409926]"
50S_6824_4117_13-2019-01-07,"[566.0314130783081, 800.8193683624268, 842.0779113769531, 2865.38010597229]","[307.86292699804864, 280.82544420700805, 409.01749368874744, 519.7616304333591]"
50S_6824_4117_13-2019-01-14,"[522.6829271316528, 759.6615905761719, 818.9419221878052, 2788.509885787964]","[262.67696129159003, 249.59521001767334, 365.84241882968263, 438.0739971186679]"
50S_6824_4117_13-2019-01-21,"[546.346118927002, 784.905312538147, 841.5726842880249, 2779.0725631713867]","[284.52454153443404, 267.8990933984358, 387.6361679273798, 424.9927990839806]"
50S_6824_4117_13-2019-01-28,"[556.6988744735718, 792.93284034729, 849.6582374572754, 2740.189435005188]","[310.4612881055459, 291.4615761090635, 415.8839288900281, 453.1546926498078]"
50S_6824_4117_13-2019-02-01,"[558.2675647735596, 793.773663520813, 849.6783304214478, 2691.0382766723633]","[336.9472077552057, 315.22934000613895, 442.03807524568197, 480.14191924957566]"
50S_6824_4117_13-2019-02-07,"[588.871413230896, 827.7804307937622, 891.422700881958, 2716.9429321289062]","[361.25330387341774, 337.64978514079945, 478.4946835506519, 531.1864389907022]"
50S_6824_4117_13-2019-02-14,"[563.6833763122559, 803.0412893295288, 861.5591106414795, 2706.3437786102295]","[346.4013176465539, 325.3388466834279, 451.75882152500867, 471.62627189435824]"
50S_6824_4117_13-2019-02-21,"[549.5950813293457, 792.0186262130737, 840.7902450561523, 2650.808632850647]","[342.82418149366447, 322.01051952998165, 449.3743350300317, 451.8454036962768]"
50S_6824_4117_13-2019-02-28,"[583.5289659500122, 831.7043771743774, 894.5726709365845, 2779.527057647705]","[360.9950216565824, 335.9735652864134, 458.8302824015738, 467.1841583401081]"
50S_6824_4117_13-2019-03-01,"[584.4074325561523, 835.1013946533203, 897.5803556442261, 2790.4777126312256]","[361.6786675806447, 338.0112974148373, 460.1108554108713, 466.45073854764763]"
50S_6824_4117_13-2019-03-07,"[596.3112716674805, 855.7537612915039, 897.4851360321045, 2811.3095207214355]","[328.79932999376996, 305.8487283676884, 432.69358578331014, 452.8051540762901]"
50S_6824_4117_13-2019-03-14,"[600.1207418441772, 859.3476829528809, 909.8992576599121, 2882.3003368377686]","[352.14740170071417, 316.33466046446085, 464.79266379313293, 591.5662420188698]"
50S_6824_4117_13-2019-03-21,"[601.0456733703613, 868.1977396011353, 922.1850652694702, 2972.1441078186035]","[361.167199746231, 324.84087276339716, 478.68385549056075, 641.7144861371075]"
50S_6824_4117_13-2019-03-28,"[607.2794103622437, 877.5557479858398, 930.0859260559082, 3008.7225303649902]","[330.3384968187951, 305.5435183838044, 437.72057850617097, 538.4405780784087]"
50S_6824_4117_13-2019-04-01,"[605.653715133667, 872.7170963287354, 920.9549627304077, 3008.8500204086304]","[311.80918204734206, 291.2105951228769, 414.60204459811376, 521.5995986301207]"
50S_6824_4117_13-2019-04-07,"[608.0907125473022, 874.6748914718628, 911.2234020233154, 3060.637219429016]","[287.571219800639, 271.6101621939807, 385.991539636582, 495.75473907231446]"
50S_6824_4117_13-2019-04-14,"[559.2677984237671, 818.1786308288574, 829.8045492172241, 3060.1807231903076]","[301.7917528592471, 277.30749926597315, 387.6037019075742, 595.0349325076172]"
50S_6824_4117_13-2019-04-21,"[527.1702671051025, 775.9540634155273, 761.0001420974731, 3168.8543395996094]","[311.5239328017767, 298.3137696694143, 396.3384369786522, 636.4202974858422]"
50S_6824_4117_13-2019-04-28,"[502.70189094543457, 750.1415061950684, 723.8999280929565, 3131.525101661682]","[299.2029186936593, 286.5489159234734, 397.74700753755013, 619.9264130663267]"
50S_6824_4117_13-2019-05-01,"[505.51617336273193, 754.0479249954224, 731.4028415679932, 3105.827944755554]","[299.4241639254126, 283.2365684702132, 405.5220196570777, 617.1983356554111]"
50S_6824_4117_13-2019-05-07,"[519.5290422439575, 765.7337770462036, 741.95583152771, 3114.036180496216]","[301.8243983877642, 282.79182686213267, 403.2812425939375, 621.0841096712958]"
50S_6824_4117_13-2019-05-14,"[526.7957935333252, 763.4112005233765, 758.183479309082, 3075.8022603988647]","[322.10015771585165, 291.26971519051847, 420.78073671288945, 690.3888125074301]"
50S_6824_4117_13-2019-05-21,"[509.09216499328613, 748.3193807601929, 742.1455593109131, 2952.7359714508057]","[337.05446300829834, 303.17249801530085, 430.36862376581865, 646.9830718786005]"
50S_6824_4117_13-2019-05-28,"[506.0319871902466, 753.3921394348145, 732.6971702575684, 3003.1900005340576]","[346.202440398629, 310.8891989897229, 439.5374873163277, 650.6056095104518]"
50S_6824_4117_13-2019-06-01,"[478.8851509094238, 731.3361692428589, 710.2192220687866, 3023.06515789032]","[340.0443718944565, 301.30575406112274, 425.83918290047035, 666.3175734480525]"
50S_6824_4117_13-2019-06-07,"[443.59122371673584, 710.4760131835938, 670.8150806427002, 3045.013024330139]","[337.8001291301815, 292.7552534697001, 414.19661397393423, 720.2488904896967]"
50S_6824_4117_13-2019-06-14,"[406.4708652496338, 693.3030633926392, 622.12575340271, 3053.2488718032837]","[300.89635792042304, 257.08632139780656, 374.9377431255466, 773.7752299330006]"
50S_6824_4117_13-2019-06-21,"[374.2255392074585, 668.7944231033325, 591.543794631958, 2952.406792640686]","[300.718876735459, 269.544955073303, 379.4831790775493, 833.4823662142438]"
50S_6824_4117_13-2019-06-28,"[358.0127639770508, 658.9520654678345, 581.4566440582275, 2977.761408805847]","[307.0852100852413, 268.83157979054715, 380.75814285256433, 893.535254093032]"
50S_6824_4117_13-2019-07-01,"[365.42922019958496, 667.4677934646606, 603.0702867507935, 3009.6176652908325]","[259.5783332771328, 244.22286963592992, 359.612154597363, 845.8698971025431]"
50S_6824_4117_13-2019-07-07,"[382.73796558380127, 682.6084718704224, 625.577959060669, 2999.773316383362]","[286.7407352936959, 265.9063804058599, 391.3050062386714, 780.2786754149897]"
50S_6824_4117_13-2019-07-14,"[380.3220806121826, 683.6242332458496, 634.9049253463745, 2999.7814893722534]","[251.813646112729, 239.53728814500818, 355.06323667391405, 672.4114562136814]"
50S_6824_4117_13-2019-07-21,"[420.4542045593262, 706.3748598098755, 682.126296043396, 2965.7300233840942]","[287.5221325969796, 257.11524387265746, 376.3376387229902, 675.8993202767125]"
50S_6824_4117_13-2019-07-28,"[448.89713954925537, 716.840784072876, 696.5079231262207, 2910.9925994873047]","[349.9012218525695, 298.1918617860223, 424.51775388376547, 728.1240675489305]"
50S_6824_4117_13-2019-08-01,"[477.8338203430176, 741.0310983657837, 741.1912393569946, 2900.1053285598755]","[334.48286838718735, 289.3020318147422, 413.5345583177361, 678.372761549937]"
50S_6824_4117_13-2019-08-07,"[499.8830738067627, 761.3036909103394, 764.8236017227173, 2905.9057970046997]","[299.5986682207583, 263.8534648909121, 388.27904528740197, 673.2121958593762]"
50S_6824_4117_13-2019-08-14,"[511.11963653564453, 789.1043081283569, 812.6159181594849, 2910.0967111587524]","[310.63509287079523, 287.3447085030886, 411.5245513547693, 609.2502946908636]"
50S_6824_4117_13-2019-08-21,"[538.8032522201538, 812.9471273422241, 845.7532110214233, 2855.9818572998047]","[352.47245808533, 321.1184325798587, 446.2419697567288, 638.8713682119248]"
50S_6824_4117_13-2019-08-28,"[525.7374143600464, 804.0040245056152, 835.998441696167, 2869.748659133911]","[330.9835701094701, 303.3811963866953, 423.3430359523327, 628.4719303232271]"
50S_6824_4117_13-2019-09-01,"[523.3509502410889, 794.3176507949829, 822.2096529006958, 2845.9005165100098]","[301.7089900978446, 273.94553807769074, 392.0641651741947, 554.8314152063568]"
50S_6824_4117_13-2019-09-07,"[508.5690622329712, 774.8273277282715, 811.0852394104004, 2871.2576475143433]","[358.89051883181617, 331.28609136055667, 457.946969141003, 633.5421927763464]"
50S_6824_4117_13-2019-09-14,"[558.2467947006226, 833.5112428665161, 882.2483577728271, 2968.510715484619]","[327.44049663410607, 303.1794981103341, 432.02455939817065, 623.3548466825781]"
50S_6824_4117_13-2019-09-21,"[563.0675258636475, 836.3855791091919, 871.920431137085, 3070.1971893310547]","[363.70139353042254, 332.73512427398015, 470.8568319722609, 648.0827520960667]"
50S_6824_4117_13-2019-09-28,"[547.0556640625, 823.6139516830444, 847.4651069641113, 3069.1252212524414]","[389.0734702418167, 347.0005787427612, 491.97898976246574, 666.0420884817277]"
50S_6824_4117_13-2019-10-01,"[533.2973165512085, 809.5355281829834, 830.1327495574951, 3050.8599815368652]","[408.42934579438395, 364.00680577082244, 507.8290792699282, 686.6275099776614]"
50S_6824_4117_13-2019-10-07,"[502.0209016799927, 779.6652994155884, 789.5484352111816, 3022.0412130355835]","[388.5879320628956, 349.0397196014632, 499.61062947663254, 715.6997596530707]"
50S_6824_4117_13-2019-10-14,"[489.99092960357666, 775.8652086257935, 776.8444881439209, 3081.1367349624634]","[325.8226323175577, 293.08251726889915, 430.36990703247653, 653.1170543660808]"
50S_6824_4117_13-2019-10-21,"[500.28447437286377, 790.4541320800781, 779.8514223098755, 3085.2289838790894]","[344.89797542633386, 309.8453478087597, 456.9885094232494, 697.745364554993]"
50S_6824_4117_13-2019-10-28,"[475.3335542678833, 761.0758619308472, 739.9905557632446, 3131.935076713562]","[309.9562326422461, 288.1602288120884, 416.6910730468499, 626.8557238103168]"
50S_6824_4117_13-2019-11-01,"[483.5836639404297, 759.0459833145142, 752.0350532531738, 3064.489972114563]","[287.8112064897124, 265.3001832757629, 387.19415442706145, 609.9518135085094]"
50S_6824_4117_13-2019-11-07,"[510.04426860809326, 782.598141670227, 785.9572849273682, 2999.8271980285645]","[277.69778764716347, 252.97487324559438, 374.48666159299626, 635.4984809435449]"
50S_6824_4117_13-2019-11-14,"[526.709584236145, 802.993974685669, 809.6842460632324, 3018.9881772994995]","[314.14756635360504, 287.34788257463947, 419.3992114659492, 606.2266729939665]"
50S_6824_4117_13-2019-11-21,"[556.9131593704224, 845.1965713500977, 862.3082656860352, 3006.4003019332886]","[317.0440101388884, 282.1145244790162, 414.2637645943966, 610.4460219386369]"
50S_6824_4117_13-2019-11-28,"[589.7506875991821, 881.4174890518188, 898.9296951293945, 3022.5539226531982]","[324.50083332072944, 286.81211604823596, 402.7712720953165, 534.7684323254684]"
50S_6824_4117_13-2019-12-01,"[623.9896020889282, 918.922739982605, 933.518871307373, 3038.850480079651]","[315.53518803302865, 286.3545885141297, 391.49216385446334, 449.9669377375772]"
50S_6824_4117_13-2019-12-07,"[606.8267641067505, 890.2638549804688, 913.8422765731812, 2997.4935274124146]","[312.5102019582993, 279.73384141441625, 397.1390888666458, 474.54360177932153]"
50S_6824_4117_13-2019-12-14,"[598.4405479431152, 867.1057395935059, 897.1487674713135, 2968.7578868865967]","[306.0342089438917, 275.39975703778094, 401.83814941125814, 492.07986724390577]"
50S_6824_4117_13-2019-12-21,"[594.4974174499512, 868.4072227478027, 902.9802684783936, 2959.5489320755005]","[335.00594730650175, 303.7334980540266, 438.5102041635676, 555.3113935240328]"
50S_6824_4117_13-2019-12-28,"[560.6476860046387, 835.0038242340088, 874.322940826416, 2958.79128742218]","[346.6500039632373, 314.9779208463268, 463.9146484675482, 545.1912567279005]"
52N_7026_3201_13-2018-01-01,"[550.0396203994751, 650.2235507965088, 877.0647144317627, 1797.7486505508423]","[240.66346358590533, 286.58932776459187, 400.47755605291417, 509.7925207220873]"
52N_7026_3201_13-2018-01-07,"[549.441291809082, 662.6905002593994, 906.9030094146729, 1850.7494249343872]","[243.04166672842763, 303.51644504873076, 427.6351521547376, 532.5783242941657]"
52N_7026_3201_13-2018-01-14,"[500.8210639953613, 613.9049444198608, 854.3918619155884, 1837.1218309402466]","[174.6565988102606, 227.88673793031757, 338.9879990933522, 451.595805142523]"
52N_7026_3201_13-2018-01-21,"[584.39963722229, 704.3982305526733, 974.2792634963989, 1851.049789428711]","[213.60612924980626, 268.94763577945065, 384.92323807546404, 463.1095823994216]"
52N_7026_3201_13-2018-01-28,"[561.2821397781372, 688.5925188064575, 947.1118545532227, 1839.9243326187134]","[277.7114844126436, 344.6054509228176, 471.2670878125764, 536.0338797691393]"
52N_7026_3201_13-2018-02-01,"[575.8487014770508, 711.4226160049438, 974.7960634231567, 1870.8253183364868]","[290.502396320551, 361.4789087477311, 492.2340403775342, 565.5139266297512]"
52N_7026_3201_13-2018-02-07,"[613.7506446838379, 757.7325286865234, 1030.2573499679565, 1919.5416116714478]","[271.7566938226208, 340.41156136741256, 469.71815553000675, 551.8572475635535]"
52N_7026_3201_13-2018-02-14,"[632.5317726135254, 787.290036201477, 1060.7079486846924, 1939.009714126587]","[238.65192096708225, 303.4626953315133, 429.74157794556595, 520.9694777287257]"
52N_7026_3201_13-2018-02-21,"[638.698920249939, 792.775390625, 1065.8669395446777, 1966.7250232696533]","[225.4159880207908, 285.7425319366569, 412.19704181177065, 489.07589677869674]"
52N_7026_3201_13-2018-02-28,"[628.9787855148315, 784.1625175476074, 1042.9505338668823, 1958.6861639022827]","[256.1088346070251, 308.20712871788606, 435.34903560241264, 511.8250808739449]"
52N_7026_3201_13-2018-03-01,"[629.9473276138306, 783.9628591537476, 1038.8790273666382, 1950.9083471298218]","[257.28197886209824, 307.4445401623523, 430.97127350017837, 504.3896192610657]"
52N_7026_3201_13-2018-03-07,"[643.896222114563, 796.5051164627075, 1038.883183479309, 1924.6771440505981]","[264.4634993738506, 307.15530431463907, 416.9982920916177, 473.1394400441925]"
52N_7026_3201_13-2018-03-14,"[652.9792604446411, 812.089430809021, 1047.1788454055786, 1939.981939315796]","[269.1356679429024, 311.15098735841144, 423.0827068018738, 486.8509725123615]"
52N_7026_3201_13-2018-03-21,"[653.3027820587158, 817.0885028839111, 1036.7974338531494, 1929.06214427948]","[268.8516264309604, 308.24009808224713, 421.134385490665, 469.37790841725854]"
52N_7026_3201_13-2018-03-28,"[663.9405822753906, 831.7525939941406, 1051.4189052581787, 1951.9531698226929]","[230.1495068093329, 274.7595398593352, 368.094110542235, 404.9912820647791]"
52N_7026_3201_13-2018-04-01,"[681.2893362045288, 854.6044340133667, 1067.2581968307495, 1972.7784299850464]","[211.21246778929518, 250.2683259230228, 335.55376311267844, 375.58520558902]"
52N_7026_3201_13-2018-04-07,"[657.5467433929443, 838.2302350997925, 1033.6640625, 2001.131163597107]","[240.8670507462886, 282.52876495472213, 381.9098790923944, 412.4058564502569]"
52N_7026_3201_13-2018-04-14,"[632.387903213501, 836.3826122283936, 989.9288110733032, 2104.7560329437256]","[279.8405657220962, 309.752316027888, 428.42224561713334, 421.8358923058756]"
52N_7026_3201_13-2018-04-21,"[601.7007169723511, 838.7834844589233, 916.8712873458862, 2299.334328651428]","[262.2519752997181, 282.95138298816215, 410.748740464549, 481.40025989973475]"
52N_7026_3201_13-2018-04-28,"[583.8214168548584, 836.482892036438, 837.9820737838745, 2500.5784282684326]","[263.7884810391761, 271.17384229627305, 415.40110854261405, 613.4775271650092]"
52N_7026_3201_13-2018-05-01,"[579.5940885543823, 841.354040145874, 815.4467344284058, 2648.4330921173096]","[241.40320885641756, 243.4278313394535, 391.6747938498755, 636.7878646914215]"
52N_7026_3201_13-2018-05-07,"[536.7780265808105, 806.6967926025391, 762.318606376648, 2838.6745252609253]","[258.280709010015, 258.15730864388286, 409.39785565123805, 684.05488697021]"
52N_7026_3201_13-2018-05-14,"[492.62715435028076, 757.5574178695679, 695.9764347076416, 2942.4864654541016]","[251.00967480601471, 260.44889856224296, 394.2250072219456, 745.9147259920815]"
52N_7026_3201_13-2018-05-21,"[434.28881549835205, 689.8255853652954, 623.4801912307739, 3094.0021953582764]","[233.65565775470927, 246.9319726394018, 368.01228247824525, 787.5633846138716]"
52N_7026_3201_13-2018-05-28,"[462.5886287689209, 689.7194957733154, 642.852611541748, 3047.02312374115]","[327.5969951866988, 338.18955064882823, 472.8217764251733, 892.8138126524234]"
52N_7026_3201_13-2018-06-01,"[471.44404220581055, 692.3122482299805, 652.7589426040649, 3049.0335874557495]","[338.72334275403074, 351.85289090683625, 489.6162956557217, 899.2239099153787]"
52N_7026_3201_13-2018-06-07,"[433.879638671875, 652.5127658843994, 609.3895463943481, 3065.4350929260254]","[265.09956739930243, 289.95233386909257, 411.4797703802741, 850.4563604315074]"
52N_7026_3201_13-2018-06-14,"[414.44272232055664, 633.4068326950073, 589.6835460662842, 3100.7448587417603]","[237.64253323469293, 263.68335843448267, 384.56504126363575, 824.3656488345358]"
52N_7026_3201_13-2018-06-21,"[401.8604431152344, 622.7815408706665, 576.4550256729126, 3134.3950214385986]","[223.68652067650345, 246.05399373180688, 365.00462784780007, 816.6766476184431]"
52N_7026_3201_13-2018-06-28,"[365.4303045272827, 604.7101640701294, 541.2094736099243, 3149.86474609375]","[213.1225335178904, 240.99744992769533, 353.61771464919434, 839.6770491998474]"
52N_7026_3201_13-2018-07-01,"[360.0671443939209, 592.1726503372192, 527.2971334457397, 3177.5168228149414]","[220.95279617696622, 245.60731544973305, 354.50463766503026, 807.4036357242428]"
52N_7026_3201_13-2018-07-07,"[351.6802225112915, 578.8176574707031, 507.5673141479492, 3211.382499694824]","[258.26616399516496, 282.17829058772855, 387.0028787460236, 803.13946034102]"
52N_7026_3201_13-2018-07-14,"[339.6136713027954, 565.4990997314453, 488.59127140045166, 3229.510290145874]","[265.675006263427, 291.7464417567476, 390.0781993605315, 808.8659914487876]"
52N_7026_3201_13-2018-07-21,"[378.67876529693604, 599.2698822021484, 520.1856536865234, 3190.7664461135864]","[253.62978043170557, 288.30299086138376, 385.2388269442065, 804.5791480176285]"
52N_7026_3201_13-2018-07-28,"[351.9053621292114, 573.9921627044678, 503.6094226837158, 3157.3955640792847]","[299.8413213342042, 322.8840982535254, 432.22829341170967, 805.2935810164678]"
52N_7026_3201_13-2018-08-01,"[360.70287895202637, 580.6713619232178, 513.3174343109131, 3152.377953529358]","[324.7080498555878, 342.3555785630687, 456.5603919476999, 829.1240773276246]"
52N_7026_3201_13-2018-08-07,"[375.6251401901245, 593.5402517318726, 522.9984474182129, 3132.5958499908447]","[248.40990770814958, 267.23910707428354, 364.41699156004137, 747.0289766600604]"
52N_7026_3201_13-2018-08-14,"[366.81556701660156, 575.7372941970825, 508.50224208831787, 3113.932785987854]","[298.98034120466394, 311.4753559617558, 415.6165594918686, 801.9657936434563]"
52N_7026_3201_13-2018-08-21,"[388.85883045196533, 590.3281583786011, 520.2167959213257, 3105.6459245681763]","[347.15479180955134, 344.28082679795244, 445.6423389238907, 792.7581110885762]"
52N_7026_3201_13-2018-08-28,"[395.52852725982666, 593.9614067077637, 517.0387201309204, 3060.564182281494]","[430.38078591915513, 411.9720441655215, 498.53616453103757, 836.5445368622838]"
52N_7026_3201_13-2018-09-01,"[401.66415309906006, 594.1005630493164, 513.7762994766235, 3031.8717346191406]","[456.8763208381352, 430.1841152110959, 510.11327856557233, 855.6295766474369]"
52N_7026_3201_13-2018-09-07,"[404.95654582977295, 599.0947151184082, 515.3077602386475, 3036.4187335968018]","[466.396221706636, 433.658715604465, 505.96762087916045, 848.9034970420346]"
52N_7026_3201_13-2018-09-14,"[377.8173179626465, 581.8841896057129, 499.34809970855713, 2949.022008895874]","[404.1105112677438, 398.76393910077644, 467.46210100650126, 809.6373154889416]"
52N_7026_3201_13-2018-09-21,"[350.89404582977295, 563.598575592041, 484.5402879714966, 2827.3694829940796]","[320.1020639424307, 349.97666050998123, 414.1822526955801, 760.4070665556853]"
52N_7026_3201_13-2018-09-28,"[337.49824714660645, 551.4541482925415, 473.31537914276123, 2732.86922454834]","[278.9265666817805, 319.24323555224976, 377.075477063711, 726.5691741617283]"
52N_7026_3201_13-2018-10-01,"[334.0221242904663, 544.0947666168213, 470.3150005340576, 2686.6048545837402]","[264.77368060631153, 305.3773818249769, 363.59896775589834, 695.1388689782716]"
52N_7026_3201_13-2018-10-07,"[358.6532039642334, 572.686411857605, 520.4182558059692, 2610.0803661346436]","[262.6621604248011, 302.59648014108024, 369.10844771725203, 707.6665339242868]"
52N_7026_3201_13-2018-10-14,"[405.4126501083374, 611.3152189254761, 583.108494758606, 2492.9271306991577]","[265.3336879817814, 303.76234334563304, 390.2260191207827, 686.0897364625654]"
52N_7026_3201_13-2018-10-21,"[451.6500253677368, 640.0091590881348, 640.8792867660522, 2373.2332696914673]","[276.7629640863994, 314.0258721274995, 419.03032861743117, 673.5633664861401]"
52N_7026_3201_13-2018-10-28,"[468.16148376464844, 641.6259660720825, 684.8510246276855, 2279.1347465515137]","[266.4442574358013, 300.13725237285684, 397.8148158774009, 622.2999401883503]"
52N_7026_3201_13-2018-11-01,"[499.14437198638916, 667.5253448486328, 741.5053415298462, 2187.8732299804688]","[265.31966054079805, 304.3084937007385, 401.22018281910584, 639.0156508252215]"
52N_7026_3201_13-2018-11-07,"[507.15198040008545, 653.9653005599976, 754.9104166030884, 2025.9979162216187]","[227.1059050040215, 261.23529257093554, 343.4559376759446, 516.3665910297444]"
52N_7026_3201_13-2018-11-14,"[555.0717544555664, 668.13059425354, 796.5752201080322, 1817.7121753692627]","[220.30038330348427, 255.37006472121047, 334.3843569850502, 497.0812575335241]"
52N_7026_3201_13-2018-11-21,"[542.5230779647827, 624.5997314453125, 764.447564125061, 1641.6848802566528]","[258.17652169679144, 287.7029302338507, 364.2824681969008, 515.2145956397313]"
52N_7026_3201_13-2018-11-28,"[540.2867565155029, 620.2407884597778, 769.5797986984253, 1582.8087186813354]","[227.038874205447, 256.61115686420266, 330.9701988986577, 462.2950490423743]"
52N_7026_3201_13-2018-12-01,"[534.2548542022705, 618.9115085601807, 773.2329216003418, 1559.8400354385376]","[222.28257554417675, 255.2840010966139, 332.5130771161446, 464.407500203901]"
52N_7026_3201_13-2018-12-07,"[516.5624685287476, 613.8643817901611, 782.9930992126465, 1564.3914022445679]","[235.2978502596952, 280.7772717571849, 374.05963359052043, 486.8396910155571]"
52N_7026_3201_13-2018-12-14,"[531.4905223846436, 613.7004909515381, 772.4272985458374, 1575.3948373794556]","[224.78103582490314, 260.825006698019, 344.97744824846745, 484.2542870504717]"
52N_7026_3201_13-2018-12-21,"[526.806962966919, 620.1325006484985, 787.4360475540161, 1561.2738018035889]","[189.51042702857978, 234.15927551701031, 317.01064891469963, 456.15564171670684]"
52N_7026_3201_13-2018-12-28,"[531.4042806625366, 631.5436668395996, 806.6872110366821, 1587.3167514801025]","[258.21561630389147, 308.28271693856794, 401.26146038188165, 526.3082435351507]"
52N_7026_3201_13-2019-01-01,"[560.8805322647095, 674.3695802688599, 868.9659471511841, 1635.2373580932617]","[255.6446937066252, 310.69450367216456, 417.25917365304565, 479.2059997856646]"
52N_7026_3201_13-2019-01-07,"[556.9015216827393, 680.72789478302, 868.6698522567749, 1647.7421770095825]","[245.42423556699643, 299.82517567463503, 410.5097332296544, 479.82677575060217]"
52N_7026_3201_13-2019-01-14,"[534.7259931564331, 658.573579788208, 855.9711437225342, 1656.2630434036255]","[209.42848425260095, 266.33873749169453, 371.49334533048454, 451.1134087566756]"
52N_7026_3201_13-2019-01-21,"[590.3939485549927, 701.5815725326538, 891.1966018676758, 1682.4566497802734]","[226.05613837654778, 285.53997376699436, 388.14387443724627, 453.048372866432]"
52N_7026_3201_13-2019-01-28,"[602.5052881240845, 719.5177764892578, 912.0212106704712, 1696.777105331421]","[247.2627723347102, 302.2337632099692, 405.7873728155472, 472.1622409920051]"
52N_7026_3201_13-2019-02-01,"[607.6742010116577, 729.9423131942749, 923.2357501983643, 1690.7568292617798]","[248.23999961756033, 301.0434970787297, 407.74217034649, 465.8235342592371]"
